rank-number,rank-year,index-name_en-US,rank-value,patron-source,patron-industry,lastseen-country
4275,12024,Todd Wanek,"$3,300,000,000",Furniture,Manufacturing,United States
4276,12024,Xue Hua,"$3,300,000,000",Agribusiness,Manufacturing,China
4277,12024,Takao Yasuda,"$3,300,000,000",Retail,Fashion & Retail,Japan
4325,12024,Karen Virginia Beckmann Legoretta,"$3,200,000,000",Tequila,Food & Beverage,Mexico
4326,12024,Giuliana Benetton,"$3,200,000,000","Fashion retail, investments",Fashion & Retail,Italy
4327,12024,Luciano Benetton,"$3,200,000,000","Fashion retail, investments",Fashion & Retail,Italy
4328,12024,Arun Bharat Ram,"$3,200,000,000",Chemicals,Manufacturing,India
4329,12024,Ron Burkle,"$3,200,000,000","Supermarkets, investments",Finance & Investments,United States
4330,12024,Chen Kaixuan,"$3,200,000,000",Household chemicals,Manufacturing,China
4331,12024,Brunello Cucinelli,"$3,200,000,000",Fashion,Fashion & Retail,Italy
4332,12024,Antonio Del Valle Ruiz,"$3,200,000,000",Chemicals,Manufacturing,Mexico
4333,12024,Gustavo Denegri,"$3,200,000,000",Biotech,Healthcare,Italy
4334,12024,Dong Jinggui,"$3,200,000,000",Electric scooters,Automotive,China
4335,12024,Charles Ergen,"$3,200,000,000",Satellite TV,Media & Entertainment,United States
4336,12024,David Filo,"$3,200,000,000",Yahoo,Technology,United States
4337,12024,Lindsay Fox,"$3,200,000,000","Logistics, real estate",Logistics,Australia
4338,12024,Sergei Galitsky,"$3,200,000,000",Retail,Fashion & Retail,Russia
4339,12024,Senapathy Gopalakrishnan,"$3,200,000,000",Software services,Technology,India
4340,12024,Luciano Hang,"$3,200,000,000",Department stores,Fashion & Retail,Brazil
4341,12024,Michael Hintze,"$3,200,000,000",Investment,Finance & Investments,Australia
4342,12024,Hu Baifan,"$3,200,000,000",Pharmaceuticals,Healthcare,China
4343,12024,Hamilton James,"$3,200,000,000",Investments,Finance & Investments,United States
4344,12024,Lee Boo-jin,"$3,200,000,000",Samsung,Technology,South Korea
4345,12024,Li Liangbin,"$3,200,000,000",Lithium,Manufacturing,China
4346,12024,Liang Feng,"$3,200,000,000",Manufacturing,Manufacturing,China
4347,12024,Samir Mehta,"$3,200,000,000","Pharmaceuticals, power",Healthcare,India
4348,12024,Sudhir Mehta,"$3,200,000,000","Pharmaceuticals, power",Healthcare,India
4349,12024,Aristotelis Mistakidis,"$3,200,000,000","Mining, commodities",Metals & Mining,Greece
4351,12024,Roger Penske,"$3,200,000,000",Cars,Automotive,United States
4352,12024,Ravi Pillai,"$3,200,000,000",Construction,Construction & Engineering,India
4353,12024,David Rubenstein,"$3,200,000,000",Private equity,Finance & Investments,United States
4354,12024,Hilton Schlosberg,"$3,200,000,000",Energy drinks,Food & Beverage,United Kingdom
4355,12024,Klaus-Peter Schulenberg,"$3,200,000,000",Ticketing service,Service,Germany
4356,12024,Lynn Schusterman,"$3,200,000,000","Oil & gas, investments",Energy,United States
4357,12024,Isabella Seràgnoli,"$3,200,000,000",Packaging,Manufacturing,Italy
4358,12024,Shen Guojun,"$3,200,000,000",Retail,Fashion & Retail,China
4359,12024,Warren Stephens,"$3,200,000,000",Investment banking,Finance & Investments,United States
4360,12024,Pat Stryker,"$3,200,000,000",Medical equipment,Healthcare,United States
4361,12024,Roman Trotsenko,"$3,200,000,000","Transport, engineering, real estate",Logistics,Russia
4362,12024,Harald Tschira,"$3,200,000,000",Software,Technology,Germany
4363,12024,Udo Tschira,"$3,200,000,000",Software,Technology,Germany
4364,12024,Vincent Viola,"$3,200,000,000",Electronic trading,Finance & Investments,United States
4365,12024,Wu Shaoxun,"$3,200,000,000",Wine,Food & Beverage,China
4366,12024,Steve Wynn,"$3,200,000,000","Casinos, hotels",Gambling & Casinos,United States
4367,12024,Jon Yarbrough,"$3,200,000,000",Video games,Gambling & Casinos,United States
4368,12024,Zhou Bajin,"$3,200,000,000",Auto parts,Manufacturing,China
4410,12024,Cho Tak Wong,"$3,100,000,000",Auto parts,Manufacturing,Hong Kong
4411,12024,John Coates,"$3,100,000,000",Online gambling,Gambling & Casinos,United Kingdom
4412,12024,Ryan Cohen,"$3,100,000,000",Investments,Finance & Investments,Canada
4413,12024,Deng Wen,"$3,100,000,000",Flavorings,Food & Beverage,China
4414,12024,Gurbachan Singh Dhingra,"$3,100,000,000",Paints,Manufacturing,India
4415,12024,Kuldip Singh Dhingra,"$3,100,000,000",Paints,Manufacturing,India
4416,12024,Martin Ebner,"$3,100,000,000",Investments,Finance & Investments,Switzerland
4417,12024,Charles Edelstenne,"$3,100,000,000",Aviation,Manufacturing,France
4418,12024,Sergei Gordeev,"$3,100,000,000",Real estate,Real Estate,Russia
4419,12024,Jeff T. Green,"$3,100,000,000",Digital advertising,Media & Entertainment,United States
4420,12024,Reed Hastings,"$3,100,000,000",Netflix,Technology,United States
4421,12024,Bertil Hult,"$3,100,000,000",Education,Service,Sweden
4422,12024,Miguel Krigsner,"$3,100,000,000",Cosmetics,Fashion & Retail,Brazil
4423,12024,Kuok Khoon Hong,"$3,100,000,000",Palm oil,Manufacturing,Singapore
4424,12024,Aerin Lauder,"$3,100,000,000",Estee Lauder,Fashion & Retail,United States
4425,12024,Sheldon Lavin,"$3,100,000,000",Meat processing,Food & Beverage,United States
4426,12024,Yin Yee Lee,"$3,100,000,000",Glass,Manufacturing,China
4427,12024,Vladimir Litvinenko,"$3,100,000,000",Chemical industry,Manufacturing,Russia
4428,12024,Daniel Mate,"$3,100,000,000","Mining, commodities",Metals & Mining,Spain
4429,12024,Ravi Modi,"$3,100,000,000",Readymade garments,Fashion & Retail,India
4430,12024,Farhad Moshiri,"$3,100,000,000",Diversified,Diversified,United Kingdom
4431,12024,Jonathan Nelson,"$3,100,000,000",Private equity,Finance & Investments,United States
4432,12024,Or Wai Sheun,"$3,100,000,000",Real estate,Real Estate,Hong Kong
4433,12024,Katharina Otto-Bernstein,"$3,100,000,000",Real estate,Real Estate,Germany
4434,12024,Sergei Popov,"$3,100,000,000",Banking,Finance & Investments,Russia
4435,12024,Penny Pritzker,"$3,100,000,000","Hotels, investments",Finance & Investments,United States
4436,12024,Theodore Rachmat,"$3,100,000,000",Diversified,Diversified,Indonesia
4437,12024,Renzo Rosso,"$3,100,000,000",Fashion,Fashion & Retail,Italy
4438,12024,Friede Springer,"$3,100,000,000",Publishing,Media & Entertainment,Germany
4439,12024,Rita Tong Liu,"$3,100,000,000",Real estate,Real Estate,Hong Kong
4440,12024,Timur Turlov,"$3,100,000,000",Stock brokerage,Finance & Investments,Kazakhstan
4441,12024,Frank VanderSloot,"$3,100,000,000","Nutrition, wellness products",Fashion & Retail,United States
4442,12024,Yoo Jung-hyun,"$3,100,000,000",Online games,Media & Entertainment,South Korea
4504,12024,Abdulla bin Ahmad Al Ghurair,"$3,000,000,000",Diversified,Diversified,United Arab Emirates
4505,12024,Semahat Sevim Arsel,"$3,000,000,000",Diversified,Diversified,Turkey
4506,12024,Nicolas Berggruen,"$3,000,000,000","Real estate, investments",Real Estate,United States
4507,12024,George Bishop,"$3,000,000,000",Oil & gas,Energy,United States
4508,12024,Norman Braman,"$3,000,000,000","Art, car dealerships",Automotive,United States
4509,12024,Eva Maria Bucher-Haefner,"$3,000,000,000","Software, investments",Technology,Switzerland
4510,12024,Cai Dongchen,"$3,000,000,000",Pharmaceuticals,Healthcare,China
4511,12024,Jean-Pierre Cayard,"$3,000,000,000",Spirits,Food & Beverage,France
4512,12024,Chan Tan Ching-fen,"$3,000,000,000",Real estate,Real Estate,Hong Kong
4513,12024,Todd Christopher,"$3,000,000,000",Hair care products,Fashion & Retail,United States
4514,12024,Chu Mang Yee,"$3,000,000,000",Real estate,Real Estate,China
4515,12024,"William Conway, Jr.","$3,000,000,000",Private equity,Finance & Investments,United States
4516,12024,Jean Coutu,"$3,000,000,000",Drugstores,Fashion & Retail,Canada
4517,12024,Catheline Perier D'Ieteren,"$3,000,000,000","Auto parts, distribution",Automotive,Belgium
4518,12024,"Edward DeBartolo, Jr.","$3,000,000,000",Shopping centers,Real Estate,United States
4519,12024,Stephen Deckoff,"$3,000,000,000",Private equity,Finance & Investments,United States
4520,12024,Feng Hailiang,"$3,000,000,000","Copper, education",Metals & Mining,China
4521,12024,"Ernest Garcia, II.","$3,000,000,000",Used cars,Automotive,United States
4522,12024,Sam Goi,"$3,000,000,000",Frozen foods,Food & Beverage,Singapore
4523,12024,Carlos Hank Rhon,"$3,000,000,000",Banking,Diversified,Mexico
4524,12024,Susan Carol Holland,"$3,000,000,000",Hearing aids,Manufacturing,Italy
4525,12024,Hui Ka Yan,"$3,000,000,000",Real estate,Real Estate,China
4526,12024,Vivek Jain,"$3,000,000,000",Chemicals,Manufacturing,India
4527,12024,Friedrich Knapp,"$3,000,000,000",Fashion retail,Fashion & Retail,Germany
4528,12024,Egor Kulkov,"$3,000,000,000",Pharmaceuticals,Healthcare,Russia
4529,12024,Lin Ming-hsiung,"$3,000,000,000",Supermarkets,Fashion & Retail,Taiwan
4530,12024,Lin Xiucheng,"$3,000,000,000",Electronics,Technology,China
4531,12024,Harsh Mariwala,"$3,000,000,000",Consumer goods,Food & Beverage,India
4532,12024,Gilles Martin,"$3,000,000,000",Laboratory services,Healthcare,France
4533,12024,Maja Oeri,"$3,000,000,000",Pharmaceuticals,Healthcare,Switzerland
4534,12024,John Paulson,"$3,000,000,000",Hedge funds,Finance & Investments,United States
4535,12024,Ajay Piramal,"$3,000,000,000",Pharmaceuticals,Healthcare,India
4536,12024,Qiu Guanghe,"$3,000,000,000",Fashion retail,Fashion & Retail,China
4537,12024,Stephen Rubin,"$3,000,000,000",Sports apparel,Fashion & Retail,United Kingdom
4538,12024,Robert Sands,"$3,000,000,000",Liquor,Food & Beverage,United States
4539,12024,Erik Selin,"$3,000,000,000",Real estate,Real Estate,Sweden
4540,12024,Shi Yonghong,"$3,000,000,000",Restaurants,Food & Beverage,China
4541,12024,Martua Sitorus,"$3,000,000,000",Palm oil,Manufacturing,Indonesia
4542,12024,Sun Guangxin,"$3,000,000,000",Diversified,Diversified,China
4543,12024,Sukanto Tanoto,"$3,000,000,000",Diversified,Diversified,Indonesia
4544,12024,Sunny Varkey,"$3,000,000,000",Education,Service,India
4545,12024,Gang Ye,"$3,000,000,000",Gaming,Media & Entertainment,Singapore
4546,12024,Ye Xiaoping,"$3,000,000,000",Pharmaceuticals,Healthcare,China
4547,12024,Zhang Lei,"$3,000,000,000",Investments,Finance & Investments,China
4548,12024,Zhu Gongshan,"$3,000,000,000",Solar panel materials,Manufacturing,China
4594,12024,Isak Andic,"$2,900,000,000",Fashion retail,Fashion & Retail,Spain
4595,12024,Alberto Bombassei,"$2,900,000,000",Automotive brakes,Automotive,Italy
4596,12024,Cao Longxiang,"$2,900,000,000",Pharmaceuticals,Healthcare,China
4597,12024,"Roy Carroll, II.","$2,900,000,000",Real estate,Real Estate,United States
4598,12024,John Caudwell,"$2,900,000,000",Mobile phones,Telecom,United Kingdom
4599,12024,James Clark,"$2,900,000,000","Netscape, investments",Technology,United States
4600,12024,Jacques D'Amours,"$2,900,000,000",Convenience stores,Fashion & Retail,Canada
4601,12024,John Paul DeJoria,"$2,900,000,000","Hair products, tequila",Fashion & Retail,United States
4602,12024,Bernard Ecclestone,"$2,900,000,000",Formula One,Sports,United Kingdom
4603,12024,Michael Federmann,"$2,900,000,000","Defense, hotels",Technology,Israel
4604,12024,Kenneth Feld,"$2,900,000,000",Live entertainment,Media & Entertainment,United States
4605,12024,Gu Yuhua,"$2,900,000,000",Furniture,Manufacturing,China
4606,12024,Otto Happel,"$2,900,000,000",Engineering,Construction & Engineering,Germany
4607,12024,Gudrun Heine,"$2,900,000,000",Medical devices,Healthcare,Germany
4608,12024,Donald Horton,"$2,900,000,000",Homebuilding,Real Estate,United States
4609,12024,Zarakh Iliev,"$2,900,000,000",Real estate,Real Estate,Russia
4610,12024,Ipek Kirac,"$2,900,000,000",Diversified,Diversified,Turkey
4611,12024,Lee Seo-hyun,"$2,900,000,000",Samsung,Technology,South Korea
4612,12024,Li Jianquan,"$2,900,000,000",Consumer products,Healthcare,Hong Kong
4613,12024,Li Li,"$2,900,000,000",Healthcare,Healthcare,China
4614,12024,Li Xiaohua,"$2,900,000,000",Packaging,Manufacturing,China
4615,12024,Liu Xiaodong,"$2,900,000,000",Flavorings,Manufacturing,China
4616,12024,Martin Lorentzon,"$2,900,000,000",Spotify,Technology,Sweden
4617,12024,Ronald McAulay,"$2,900,000,000",Energy,Energy,Hong Kong
4618,12024,Erwin Franz Mueller,"$2,900,000,000",Drugstores,Fashion & Retail,Germany
4619,12024,Georg Nemetschek,"$2,900,000,000",Software,Technology,Germany
4620,12024,God Nisanov,"$2,900,000,000",Real estate,Real Estate,Russia
4621,12024,Vikas Oberoi,"$2,900,000,000",Real estate,Real Estate,India
4622,12024,Gregorio Perez Companc,"$2,900,000,000",Oil & gas,Energy,Argentina
4623,12024,Sebastian Piñera,"$2,900,000,000",Investments,Finance & Investments,Chile
4624,12024,Arvind Poddar,"$2,900,000,000",Tires,Automotive,India
4625,12024,Alexey Repik,"$2,900,000,000",Pharmaceuticals,Healthcare,Russia
4626,12024,Haim Saban,"$2,900,000,000","TV network, investments",Media & Entertainment,United States
4627,12024,Rodney Sacks,"$2,900,000,000",Energy drinks,Food & Beverage,United States
4628,12024,Karthik Sarma,"$2,900,000,000",Hedge fund,Finance & Investments,India
4629,12024,Sybill Storz,"$2,900,000,000",Medical devices,Healthcare,Germany
4630,12024,Daniel Sundheim,"$2,900,000,000",Hedge funds,Finance & Investments,United States
4631,12024,"William Wrigley, Jr.","$2,900,000,000",Chewing gum,Food & Beverage,United States
4632,12024,Zhang Wenzhong,"$2,900,000,000",Supermarkets,Fashion & Retail,China
4633,12024,Zhou Jianping,"$2,900,000,000",Fashion retail,Fashion & Retail,China
4693,12024,Joy Alukkas,"$2,800,000,000",Jewelry,Fashion & Retail,India
4694,12024,An Kang,"$2,800,000,000",Pharmaceuticals,Healthcare,China
4695,12024,Garrett Camp,"$2,800,000,000",Uber,Technology,Canada
4696,12024,Chen Lip Keong,"$2,800,000,000","Casinos, property, energy",Gambling & Casinos,Malaysia
4697,12024,Choo Chong Ngen,"$2,800,000,000",Hotels,Real Estate,Singapore
4698,12024,Euisun Chung,"$2,800,000,000",Hyundai,Automotive,South Korea
4699,12024,Smita Crishna-Godrej,"$2,800,000,000",Consumer goods,Diversified,India
4700,12024,Eleanor Butt Crook,"$2,800,000,000",Supermarkets,Fashion & Retail,United States
4701,12024,Du Jiangtao,"$2,800,000,000",Chemicals,Manufacturing,China
4702,12024,Lorenzo Fertitta,"$2,800,000,000","Casinos, mixed martial arts",Sports,United States
4703,12024,Sebastian Glaser,"$2,800,000,000",Sensor technology,Technology,Germany
4704,12024,Adi Godrej,"$2,800,000,000",Consumer goods,Diversified,India
4705,12024,Jamshyd Godrej,"$2,800,000,000",Diversified,Diversified,India
4706,12024,Lee Yeow Chor,"$2,800,000,000","Palm oil, property",Real Estate,Malaysia
4707,12024,Li Weiguo,"$2,800,000,000",Construction materials,Manufacturing,China
4708,12024,Dmitry Mazepin,"$2,800,000,000",Chemicals,Manufacturing,Russia
4709,12024,"Drayton McLane, Jr.","$2,800,000,000","Walmart, logistics",Fashion & Retail,United States
4710,12024,Najib Mikati,"$2,800,000,000",Telecom,Telecom,Lebanon
4711,12024,Taha Mikati,"$2,800,000,000",Telecom,Telecom,Lebanon
4712,12024,Akira Mori,"$2,800,000,000",Real estate,Real Estate,Japan
4713,12024,Rishad Naoroji,"$2,800,000,000",Consumer goods,Diversified,India
4714,12024,Philip Niarchos,"$2,800,000,000",Art collection,Diversified,Greece
4715,12024,Nandan Nilekani,"$2,800,000,000",Software services,Technology,India
4716,12024,Benjamin Otto,"$2,800,000,000",Retail,Fashion & Retail,Germany
4717,12024,Maren Otto,"$2,800,000,000","Retail, real estate",Diversified,Germany
4718,12024,Ranjan Pai,"$2,800,000,000",Education,Service,India
4719,12024,Madhukar Parekh,"$2,800,000,000",Adhesives,Manufacturing,India
4720,12024,Sean Parker,"$2,800,000,000",Facebook,Technology,United States
4721,12024,Stewart Rahr,"$2,800,000,000",Drug distribution,Healthcare,United States
4722,12024,Su Hua,"$2,800,000,000",Video streaming,Media & Entertainment,China
4723,12024,Sun Shoukuan,"$2,800,000,000","Metals, coal",Manufacturing,China
4724,12024,Tseng Cheng,"$2,800,000,000",Petrochemicals,Manufacturing,Taiwan
4725,12024,Tung Chee Hwa,"$2,800,000,000",Shipping,Logistics,Hong Kong
4726,12024,Meg Whitman,"$2,800,000,000",EBay,Technology,United States
4727,12024,Wong Luen Hei,"$2,800,000,000",Building materials,Manufacturing,China
4728,12024,Ye Chenghai,"$2,800,000,000",Pharmaceuticals,Healthcare,Hong Kong
4729,12024,Zhu Xingming,"$2,800,000,000",Electrical equipment,Manufacturing,China
4805,12024,Jose Joao Abdalla Filho,"$2,700,000,000",Investments,Finance & Investments,Brazil
4806,12024,Juan Abello,"$2,700,000,000",Investments,Finance & Investments,Spain
4807,12024,Suhail Bahwan,"$2,700,000,000",Diversified,Diversified,Oman
4808,12024,Madhur Bajaj,"$2,700,000,000",Diversified,Diversified,India
4809,12024,Niraj Bajaj,"$2,700,000,000",Diversified,Diversified,India
4810,12024,Shekhar Bajaj,"$2,700,000,000",Diversified,Diversified,India
4811,12024,Harindarpal Banga,"$2,700,000,000",Commodities,Finance & Investments,India
4812,12024,Ulrike Baro,"$2,700,000,000",Biopharmaceuticals,Healthcare,Germany
4813,12024,Anne Beaufour,"$2,700,000,000",Pharmaceuticals,Healthcare,France
4814,12024,Henri Beaufour,"$2,700,000,000",Pharmaceuticals,Healthcare,France
4815,12024,Andrei Bokarev,"$2,700,000,000","Metals, mining",Manufacturing,Russia
4816,12024,Jack Cowin,"$2,700,000,000",Fast food,Food & Beverage,Australia
4817,12024,Glenn Dubin,"$2,700,000,000",Hedge funds,Finance & Investments,United States
4818,12024,N. Murray Edwards,"$2,700,000,000",Oil & gas,Energy,Canada
4819,12024,"Frank Fertitta, III.","$2,700,000,000","Casinos, mixed martial arts",Sports,United States
4820,12024,Abhay Firodia,"$2,700,000,000",Automobiles,Automotive,India
4821,12024,Bruce Flatt,"$2,700,000,000",Money management,Finance & Investments,Canada
4822,12024,Miguel Fluxa Rossello,"$2,700,000,000",Hotels,Service,Spain
4823,12024,Robert Friedland,"$2,700,000,000",Mining,Metals & Mining,United States
4824,12024,Alexander Frolov,"$2,700,000,000","Mining, steel",Metals & Mining,Russia
4825,12024,Nadir Godrej,"$2,700,000,000",Consumer goods,Diversified,India
4826,12024,Maggie Hardy,"$2,700,000,000",Building materials,Service,United States
4827,12024,Nithin Kamath,"$2,700,000,000",Financial services,Finance & Investments,India
4828,12024,Samvel Karapetyan,"$2,700,000,000",Real estate,Construction & Engineering,Russia
4829,12024,Kei Hoi Pang,"$2,700,000,000",Real estate,Real Estate,China
4830,12024,Mustafa Rahmi Koc,"$2,700,000,000",Diversified,Diversified,Turkey
4831,12024,Yuri Kovalchuk,"$2,700,000,000","Banking, insurance, media",Finance & Investments,Russia
4832,12024,Geoffrey Kwok,"$2,700,000,000",Real estate,Real Estate,Hong Kong
4833,12024,Jonathan Kwok,"$2,700,000,000",Real Estate,Real Estate,Hong Kong
4834,12024,Hans Langer,"$2,700,000,000",3D printing,Manufacturing,Germany
4835,12024,Frank Laukien,"$2,700,000,000",Scientific equipment,Manufacturing,United States
4836,12024,Maritsa Lazari,"$2,700,000,000",Real estate,Real Estate,United Kingdom
4837,12024,Angela Leong,"$2,700,000,000",Casinos,Real Estate,Hong Kong
4838,12024,Li Zhongchu,"$2,700,000,000",Software,Technology,China
4839,12024,Liang Yunchao,"$2,700,000,000",Nutritional supplements,Food & Beverage,China
4840,12024,Vincent McMahon,"$2,700,000,000",Entertainment,Sports,United States
4841,12024,Patrice Motsepe,"$2,700,000,000",Mining,Metals & Mining,South Africa
4842,12024,Denis O'Brien,"$2,700,000,000",Telecom,Telecom,Ireland
4843,12024,Timm Oberwelland,"$2,700,000,000",Candy,Food & Beverage,Germany
4844,12024,Dan Olsson,"$2,700,000,000",Diversified,Diversified,Sweden
4845,12024,Yuji Otsuka,"$2,700,000,000","Copy machines, software",Technology,Japan
4846,12024,Pan Dong,"$2,700,000,000",Consumer goods,Fashion & Retail,Canada
4847,12024,Karsanbhai Patel,"$2,700,000,000",Consumer goods,Diversified,India
4848,12024,Richard Peery,"$2,700,000,000",Real estate,Real Estate,United States
4849,12024,Gianfelice Rocca,"$2,700,000,000",Pipe Manufacturing,Metals & Mining,Italy
4850,12024,Paolo Rocca,"$2,700,000,000",Pipe Manufacturing,Metals & Mining,Italy
4851,12024,Wayne Rothbaum,"$2,700,000,000",Biotech investing,Healthcare,United States
4852,12024,Jeff Rothschild,"$2,700,000,000",Facebook,Technology,United States
4853,12024,Raj Sardana,"$2,700,000,000",Technology services,Technology,United States
4854,12024,Christiane Schoeller,"$2,700,000,000",Publishing,Media & Entertainment,Germany
4855,12024,Salil Singhal,"$2,700,000,000",Agrochemicals,Manufacturing,India
4856,12024,Alexander Skorobogatko,"$2,700,000,000","Real estate, airport",Logistics,Russia
4857,12024,Evan Spiegel,"$2,700,000,000",Snapchat,Technology,United States
4858,12024,Glen Taylor,"$2,700,000,000",Printing,Service,United States
4859,12024,Thomas Tull,"$2,700,000,000","Movies, investments",Media & Entertainment,United States
4860,12024,Bulat Utemuratov,"$2,700,000,000","Mining, banking, hotels",Metals & Mining,Kazakhstan
4861,12024,Gustav Magnar Witzoe,"$2,700,000,000",Fish farming,Food & Beverage,Norway
4862,12024,Wong Man Li,"$2,700,000,000",Furniture,Manufacturing,Hong Kong
4863,12024,Wu Guangming,"$2,700,000,000",Medical equipment,Healthcare,China
4864,12024,Zhu Yi,"$2,700,000,000",Pharmaceuticals,Healthcare,China
4865,12024,Carlos Lehder,"$2,700,000,000","drug lord, drug-trafficing",Organized Crime,United States
4929,12024,Ben Ashkenazy,"$2,600,000,000",Real estate,Real Estate,United States
4930,12024,Felix Baker,"$2,600,000,000",Biotech investing,Finance & Investments,United States
4931,12024,Julian Baker,"$2,600,000,000",Investing,Finance & Investments,United States
4932,12024,David Baszucki,"$2,600,000,000",Online games,Media & Entertainment,United States
4933,12024,Joesley Batista,"$2,600,000,000",Beef processing,Food & Beverage,Brazil
4934,12024,Wesley Batista,"$2,600,000,000",Beef packing,Food & Beverage,Brazil
4935,12024,Yvonne Bauer,"$2,600,000,000","Magazines, media",Media & Entertainment,Germany
4936,12024,Miriam Baumann-Blocher,"$2,600,000,000",Chemicals,Manufacturing,Switzerland
4937,12024,Cen Junda,"$2,600,000,000",Pharmaceuticals,Healthcare,China
4938,12024,Richard Chandler,"$2,600,000,000",Investments,Finance & Investments,New Zealand
4939,12024,Chen Zhiping,"$2,600,000,000",E-cigarettes,Manufacturing,China
4940,12024,Fernando Chico Pardo,"$2,600,000,000",Airport management,Service,Mexico
4941,12024,Ray Davis,"$2,600,000,000",Pipelines,Energy,United States
4942,12024,Maria Del Pino,"$2,600,000,000",Construction,Construction & Engineering,Spain
4943,12024,Deng Weiming,"$2,600,000,000",Battery components,Manufacturing,China
4944,12024,"John Dorrance, III.","$2,600,000,000",Campbell Soup,Food & Beverage,Ireland
4945,12024,Carl Douglas,"$2,600,000,000",Investments,Diversified,Sweden
4946,12024,Eric Douglas,"$2,600,000,000",Investments,Diversified,Sweden
4947,12024,Fiona Geminder,"$2,600,000,000",Manufacturing,Manufacturing,Australia
4948,12024,Stewart Horejsi,"$2,600,000,000",Berkshire Hathaway,Finance & Investments,United States
4949,12024,Hou Juncheng,"$2,600,000,000",Cosmetics,Healthcare,China
4950,12024,Huang Zhenda,"$2,600,000,000",Construction,Construction & Engineering,China
4951,12024,Dmitry Kamenshchik,"$2,600,000,000",Airport,Service,Russia
4952,12024,Alicia Koplowitz,"$2,600,000,000","Construction, investments",Finance & Investments,Spain
4953,12024,Adam Kwok,"$2,600,000,000",Real estate,Real Estate,Hong Kong
4954,12024,Henry Laufer,"$2,600,000,000",Hedge funds,Finance & Investments,United States
4955,12024,Louis Le Duff,"$2,600,000,000",Bakeries,Food & Beverage,France
4956,12024,Mark Leonard,"$2,600,000,000",Software,Technology,Canada
4957,12024,Li Guoqiang,"$2,600,000,000",Auto dealerships,Automotive,China
4958,12024,Li Yongxin,"$2,600,000,000",Education,Service,China
4959,12024,Peter Lim,"$2,600,000,000",Investments,Finance & Investments,Singapore
4960,12024,Lu Weiding,"$2,600,000,000",Diversified,Diversified,China
4961,12024,Sergio Mantegazza,"$2,600,000,000",Travel,Service,Switzerland
4962,12024,Hans Melchers,"$2,600,000,000","Chemicals, investments",Finance & Investments,Netherlands
4963,12024,C. Dean Metropoulos,"$2,600,000,000",Investments,Food & Beverage,United States
4964,12024,Hans Georg Naeder,"$2,600,000,000",Prosthetics,Manufacturing,Germany
4965,12024,Falguni Nayar,"$2,600,000,000",Retailing,Fashion & Retail,India
4966,12024,James Packer,"$2,600,000,000",Investments,Finance & Investments,Australia
4967,12024,Alexander Ponomarenko,"$2,600,000,000","Real estate, airport",Logistics,Russia
4968,12024,Nicholas Pritzker,"$2,600,000,000","Hotels, investments",Finance & Investments,United States
4969,12024,Alejandro Santo Domingo,"$2,600,000,000",Beer,Food & Beverage,United States
4970,12024,Steven Sarowitz,"$2,600,000,000",Payroll software,Technology,United States
4971,12024,Maria-Elisabeth Schaeffler-Thumann,"$2,600,000,000",Auto parts,Automotive,Germany
4973,12024,Dieter Schnabel,"$2,600,000,000",Chemicals,Manufacturing,Germany
4974,12024,Michael S. Smith,"$2,600,000,000",Liquefied natural gas,Energy,United States
4975,12024,Julia Thiele-Schuerhoff,"$2,600,000,000","Brakes, investments",Manufacturing,Germany
4976,12024,John Tyson,"$2,600,000,000",Food processing,Food & Beverage,United States
4977,12024,Anna Katharina Viessmann,"$2,600,000,000",Heating and cooling equipment,Manufacturing,Germany
4978,12024,Jurgen Wirtgen,"$2,600,000,000",Construction Vehicles,Construction & Engineering,Germany
4979,12024,Stefan Wirtgen,"$2,600,000,000",Construction Vehicles,Construction & Engineering,Germany
4980,12024,Zhao Lixin,"$2,600,000,000",Electronics,Technology,China
4981,12024,Zhou Hongyi,"$2,600,000,000",Security software,Technology,China
5056,12024,S. Daniel Abraham,"$2,500,000,000",Slim-Fast,Food & Beverage,United States
5057,12024,Bill Alfond,"$2,500,000,000",Shoes,Fashion & Retail,United States
5058,12024,Susan Alfond,"$2,500,000,000",Shoes,Fashion & Retail,United States
5059,12024,Ted Alfond,"$2,500,000,000",Shoes,Fashion & Retail,United States
5060,12024,Riley Bechtel,"$2,500,000,000","Engineering, construction",Construction & Engineering,United States
5061,12024,Thor Bjorgolfsson,"$2,500,000,000",Investments,Diversified,Iceland
5062,12024,Charles Bronfman,"$2,500,000,000",Liquor,Food & Beverage,Canada
5063,12024,Vivek Chand Burman,"$2,500,000,000",Consumer goods,Food & Beverage,India
5064,12024,Herb Chambers,"$2,500,000,000",Car dealerships,Automotive,United States
5065,12024,Cheng Yixiao,"$2,500,000,000",Video streaming app,Media & Entertainment,China
5066,12024,Andrew Cherng,"$2,500,000,000",Fast food,Food & Beverage,United States
5067,12024,Peggy Cherng,"$2,500,000,000",Fast food,Food & Beverage,United States
5068,12024,Leon G. Cooperman,"$2,500,000,000",Hedge funds,Finance & Investments,United States
5069,12024,Yadu Hari Dalmia,"$2,500,000,000",Cement,Manufacturing,India
5070,12024,Henry Davis,"$2,500,000,000",Beef processing,Food & Beverage,United States
5071,12024,Oleg Deripaska,"$2,500,000,000","Aluminum, utilities",Metals & Mining,Russia
5072,12024,Sergey Dmitriev,"$2,500,000,000",Software,Technology,Cyprus
