rank-number,rank-year,index-name_en-US,capitalist-gender,XY-parent_en-US,XX-parent_en-Us,given-name_native-tongue,friend-name,capitalist_consort-name,firstseen-city,firstseen-country,capitalist_born-spacetime,capitalist_origin-story,mother-tongues,capitalist_schooling,written-hands,job-titles,award-names,capitalist-background,lastseen_city,lastseen-country,capitalist-type,rank-metric,rank-value,stock-shareprice,evolution-value_descendant-count,datacollected-yearmonth,firstseen-year,privedge-granted_year,priveledge-rank,privedge-lost_year,lastseen-year,deathnote,capitalist-currentage,person_age-group,archetype.childhood,archetype.student,archetype.householder,archetype.teacher,archetype.advisor,archetype.phantasim,patron-source,patron-industry,claim-to-fame,data-notes
3096,12024,Lynda Resnick,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,300,000,000",,,12024.03,11962,,B.lion,,,,64,teacher,,,,,,,Agriculture,Food & Beverage,,
3097,12024,Stewart Resnick,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,300,000,000",,,12024.03,11943,,B.lion,,,,83,advisor,,,,,,,Agriculture,Food & Beverage,,
3098,12024,Gary Rollins,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,300,000,000",,,12024.03,11947,,B.lion,,,,79,advisor,,,,,,,Pest control,Service,,
3099,12024,Mark Walter,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,300,000,000",,,12024.03,11957,,B.lion,,,,69,teacher,,,,,,,"Finance, asset management",Finance & Investments,,
3100,12024,Ronald Wanek,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,300,000,000",,,12024.03,11968,,B.lion,,,,58,teacher,,,,,,,Furniture,Manufacturing,,
3101,12024,Erich Wesjohann,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$5,300,000,000",,,12024.03,11971,,B.lion,,,,55,teacher,,,,,,,Poultry genetics,Food & Beverage,,
3102,12024,M.A. Yusuff Ali,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$5,300,000,000",,,12024.03,11965,,B.lion,,,,61,teacher,,,,,,,Retail,Fashion & Retail,,
3130,12024,Alexandre Behring,,,,,,,,,,,,,,,,,,Brazil,person.public,USD-networth,"$5,200,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Investments,Finance & Investments,,
3131,12024,Cheng Xue,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$5,200,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Soy sauce,Food & Beverage,,
3132,12024,Robert Faith,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,200,000,000",,,12024.03,11939,,B.lion,,,,87,advisor,,,,,,,Real estate management,Real Estate,,
3133,12024,Gao Dekang,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$5,200,000,000",,,12024.03,11951,,B.lion,,,,75,advisor,,,,,,,Apparel,Fashion & Retail,,
3134,12024,Micky Jagtiani,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$5,200,000,000",,,12024.03,11942,,B.lion,,,,84,advisor,,,,,,,Retail,Fashion & Retail,,
3135,12024,Ananda Krishnan,,,,,,,,,,,,,,,,,,Malaysia,person.public,USD-networth,"$5,200,000,000",,,12024.03,11975,,B.lion,,,,51,teacher,,,,,,,"Telecoms, media, oil-services",Telecom,,
3136,12024,Barry Lam,,,,,,,,,,,,,,,,,,Taiwan,person.public,USD-networth,"$5,200,000,000",,,12024.03,11950,,B.lion,,,,76,advisor,,,,,,,Electronics,Technology,,
3137,12024,"Robert Rich, Jr.",,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,200,000,000",,,12024.03,11946,,B.lion,,,,80,advisor,,,,,,,Frozen foods,Food & Beverage,,
3138,12024,Mark Scheinberg,XY,,,,,,,,,,,,,,,,,Canada,person.public,USD-networth,"$5,200,000,000",,,12024.03,11943,,B.lion,,,,83,advisor,,,,,,,Online gambling,Gambling & Casinos,,
3139,12024,Charles Simonyi,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,200,000,000",,,12024.03,11975,,B.lion,,,,51,teacher,,,,,,,Microsoft,Technology,,
3140,12024,Ty Warner,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,200,000,000",,,12024.03,11965,,B.lion,,,,61,teacher,,,,,,,"Plush toys, real estate",Real Estate,,
3141,12024,Sam Zell,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,200,000,000",,,12024.03,11934,,B.lion,,,,92,phantasim,,,,,,,"Real estate, private equity",Real Estate,,
3180,12024,Fang Wei,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$5,100,000,000",,,12024.03,11975,,B.lion,,,,51,teacher,,,,,,,Steel,Manufacturing,,
3181,12024,Rekha Jhunjhunwala,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$5,100,000,000",,,12024.03,11963,,B.lion,,,,63,teacher,,,,,,,Investments,Finance & Investments,,
3182,12024,Charles B. Johnson,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,100,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Franklin Templeton,Finance & Investments,,
3183,12024,Kwon Hyuk-bin,,,,,,,,,,,,,,,,,,South Korea,person.public,USD-networth,"$5,100,000,000",,,12024.03,11959,,B.lion,,,,67,teacher,,,,,,,Online games,Media & Entertainment,,
3184,12024,Sami Mnaymneh,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,100,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Private equity,Finance & Investments,,
3185,12024,Kjell Inge Rokke,,,,,,,,,,,,,,,,,,Norway,person.public,USD-networth,"$5,100,000,000",,,12024.03,11949,,B.lion,,,,77,advisor,,,,,,,"Shipping, seafood",Logistics,,
3186,12024,Tony Tamer,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,100,000,000",,,12024.03,11936,,B.lion,,,,90,advisor,,,,,,,Private equity,Finance & Investments,,
3187,12024,Tse Ping,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$5,100,000,000",,,12024.03,11952,,B.lion,,,,74,advisor,,,,,,,Pharmaceuticals,Healthcare,,
3188,12024,Romesh T. Wadhwani,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,100,000,000",,,12024.03,11945,,B.lion,,,,81,advisor,,,,,,,Software,Technology,,
3189,12024,Hansjoerg Wyss,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$5,100,000,000",,,12024.03,11949,,B.lion,,,,77,advisor,,,,,,,Medical devices,Healthcare,,
3190,12024,Denise York,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,100,000,000",,,12024.03,11969,,B.lion,,,,57,teacher,,,,,,,San Francisco 49ers,Sports,,
3224,12024,Ron Baron,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11981,,B.lion,,,,45,householder,,,,,,,Money management,Finance & Investments,,
3225,12024,Robert Bass,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11955,,B.lion,,,,71,teacher,,,,,,,"Oil, investments",Energy,,
3226,12024,Dona Bertarelli,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$5,000,000,000",,,12024.03,11968,,B.lion,,,,58,teacher,,,,,,,Biotech and investments,Healthcare,,
3227,12024,Alexander Gerko,,,,,,,,,,,,,,,,,,United Kingdom,person.public,USD-networth,"$5,000,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,Trading,Finance & Investments,,
3228,12024,Martin Haefner,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$5,000,000,000",,,12024.03,11967,,B.lion,,,,59,teacher,,,,,,,"Software, investments",Technology,,
3229,12024,"Robert Hale, Jr.",,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,Telecom,Telecom,,
3230,12024,Viktor Kharitonin,,,,,,,,,,,,,,,,,,Russia,person.public,USD-networth,"$5,000,000,000",,,12024.03,11941,,B.lion,,,,85,advisor,,,,,,,Pharmaceuticals,Healthcare,,
3231,12024,Kim Beom-su,,,,,,,,,,,,,,,,,,South Korea,person.public,USD-networth,"$5,000,000,000",,,12024.03,11946,,B.lion,,,,80,advisor,,,,,,,Online services,Technology,,
3232,12024,Jane Lauder,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11938,,B.lion,,,,88,advisor,,,,,,,Estée Lauder,Fashion & Retail,,
3233,12024,Michel Leclercq,,,,,,,,,,,,,,,,,,France,person.public,USD-networth,"$5,000,000,000",,,12024.03,11967,,B.lion,,,,59,teacher,,,,,,,Sporting goods,Fashion & Retail,,
3234,12024,George Lucas,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Star Wars,Media & Entertainment,,
3235,12024,Janice McNair,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$5,000,000,000",,,12024.03,11965,,B.lion,,,,61,teacher,,,,,,,"Energy, sports",Sports,,
3236,12024,Ugur Sahin,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$5,000,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Biotechnology,Healthcare,,
3237,12024,Alexandra Schoerghuber,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$5,000,000,000",,,12024.03,11958,,B.lion,,,,68,teacher,,,,,,,Real estate,Real Estate,,
3238,12024,Thomas Straumann,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$5,000,000,000",,,12024.03,11972,,B.lion,,,,54,teacher,,,,,,,Dental implants,Healthcare,,
3239,12024,Murat Ulker,,,,,,,,,,,,,,,,,,Turkey,person.public,USD-networth,"$5,000,000,000",,,12024.03,11945,,B.lion,,,,81,advisor,,,,,,,Food,Food & Beverage,,
3240,12024,Chip Wilson,,,,,,,,,,,,,,,,,,Canada,person.public,USD-networth,"$5,000,000,000",,,12024.03,11952,,B.lion,,,,74,advisor,,,,,,,Lululemon,Fashion & Retail,,
3241,12024,Zhu Yan,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$5,000,000,000",,,12024.03,11943,,B.lion,,,,83,advisor,,,,,,,Real estate,Real Estate,,
3277,12024,Jim Davis,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11943,,B.lion,,,,83,advisor,,,,,,,New Balance,Manufacturing,,
3278,12024,Murali Divi,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$4,900,000,000",,,12024.03,11971,,B.lion,,,,55,teacher,,,,,,,Pharmaceuticals,Healthcare,,
3279,12024,Dagmar Dolby,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11957,,B.lion,,,,69,teacher,,,,,,,Dolby Laboratories,Technology,,
3280,12024,Marcos Galperin,XY,,,Marcos Eduardo Galperin,,,,Argentina,(es-AR) Buenos Aires.11970,,,"Saint Andrew's Scots School in Olivos
The Wharton School of the University of Pennsylvania
Stanford Graduate School of Business",,rich kid (XY),,born into a wealthy family,,Argentina,person.public,USD-networth,"$4,900,000,000",,3,12024.03,11971,12017,B.lion,,,,55,teacher,,,,,,,E-commerce,Technology,Co-founder of Mercado Libre,
3281,12024,Tom Golisano,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11947,,B.lion,,,,79,advisor,,,,,,,Payroll services,Service,,
3282,12024,Jonathan Gray,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11938,,B.lion,,,,88,advisor,,,,,,,Investments,Finance & Investments,,
3283,12024,Bidzina Ivanishvili,,,,,,,,,,,,,,,,,,Georgia,person.public,USD-networth,"$4,900,000,000",,,12024.03,11952,,B.lion,,,,74,advisor,,,,,,,Investments,Finance & Investments,,
3284,12024,Lim Hariyanto Wijaya Sarwono,,,,,,,,,,,,,,,,,,Indonesia,person.public,USD-networth,"$4,900,000,000",,,12024.03,11966,,B.lion,,,,60,teacher,,,,,,,"Palm oil, nickel mining",Metals & Mining,,
3285,12024,Rudolf Maag,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$4,900,000,000",,,12024.03,11964,,B.lion,,,,62,teacher,,,,,,,Medical devices,Healthcare,,
3286,12024,Emanuele (Lino) Saputo,,,,,,,,,,,,,,,,,,Canada,person.public,USD-networth,"$4,900,000,000",,,12024.03,11957,,B.lion,,,,69,teacher,,,,,,,Cheese,Food & Beverage,,
3287,12024,Mark Shoen,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,U-Haul,Automotive,,
3288,12024,Dan Snyder,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11966,,B.lion,,,,60,teacher,,,,,,,Washington Commanders,Sports,,
3289,12024,Chairul Tanjung,,,,,,,,,,,,,,,,,,Indonesia,person.public,USD-networth,"$4,900,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,Diversified,Diversified,,
3290,12024,Kelcy Warren,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,900,000,000",,,12024.03,11945,,B.lion,,,,81,advisor,,,,,,,Pipelines,Energy,,
3291,12024,Zhang Tao,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,900,000,000",,,12024.03,11955,,B.lion,,,,71,teacher,,,,,,,E-commerce,Fashion & Retail,,
3318,12024,Michael Ashley,XY,,,,,,,,,,,,,,,,,United Kingdom,person.public,USD-networth,"$4,800,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Sports retailing,Fashion & Retail,,
3319,12024,Tomasz Biernacki,,,,,,,,,,,,,,,,,,Poland,person.public,USD-networth,"$4,800,000,000",,,12024.03,11957,,B.lion,,,,69,teacher,,,,,,,Supermarkets,Fashion & Retail,,
3320,12024,Bernard Broermann,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,800,000,000",,,12024.03,11958,,B.lion,,,,68,teacher,,,,,,,Hospitals,Healthcare,,
3321,12024,Jimmy Haslam,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11956,,B.lion,,,,70,teacher,,,,,,,"Gas stations, retail",Fashion & Retail,,
3322,12024,H. Fisk Johnson,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Cleaning products,Manufacturing,,
3323,12024,S. Curtis Johnson,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11961,,B.lion,,,,65,teacher,,,,,,,Cleaning products,Manufacturing,,
3324,12024,Helen Johnson-Leipold,XX,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11954,,B.lion,,,,72,teacher,,,,,,,Cleaning products,Manufacturing,,
3325,12024,Vinod Khosla,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11946,,B.lion,,,,80,advisor,,,,,,,Venture capital,Technology,,
3326,12024,Thai Lee,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11962,,B.lion,,,,64,teacher,,,,,,,IT provider,Technology,,
3327,12024,Winifred J. Marquart,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,800,000,000",,,12024.03,11936,,B.lion,,,,90,advisor,,,,,,,Cleaning products,Manufacturing,,
3328,12024,Pankaj Patel,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$4,800,000,000",,,12024.03,11948,,B.lion,,,,78,advisor,,,,,,,Pharmaceuticals,Healthcare,,
3329,12024,Horst Julius Pudwill,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,800,000,000",,,12024.03,11946,,B.lion,,,,80,advisor,,,,,,,Manufacturing,Manufacturing,,
3330,12024,Yu Yong,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,800,000,000",,,12024.03,11961,,B.lion,,,,65,teacher,,,,,,,Mining,Finance & Investments,,
3364,12024,Maria Fernanda Amorim,,,,,,,,,,,,,,,,,,Portugal,person.public,USD-networth,"$4,700,000,000",,,12024.03,11970,,B.lion,,,,56,teacher,,,,,,,"Energy, investments",Diversified,,
3365,12024,Gayle Benson,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,700,000,000",,,12024.03,11956,,B.lion,,,,70,teacher,,,,,,,New Orleans Saints,Sports,,
3366,12024,Jason Chang,,,,,,,,,,,,,,,,,,Singapore,person.public,USD-networth,"$4,700,000,000",,,12024.03,11947,,B.lion,,,,79,advisor,,,,,,,Electronics,Technology,,
3367,12024,Ali Erdemoglu,,,,,,,,,,,,,,,,,,Turkey,person.public,USD-networth,"$4,700,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,Carpet,Manufacturing,,
3368,12024,Andre Esteves,XY,,,,,,,,,,,,,,,,,Brazil,person.public,USD-networth,"$4,700,000,000",,,12024.03,11956,,B.lion,,,,70,teacher,,,,,,,Banking,Finance & Investments,,
3369,12024,Carlo Fidani,,,,,,,,,,,,,,,,,,Canada,person.public,USD-networth,"$4,700,000,000",,,12024.03,11948,,B.lion,,,,78,advisor,,,,,,,Real estate,Real Estate,,
3370,12024,Hong Ra-hee,,,,,,,,,,,,,,,,,,South Korea,person.public,USD-networth,"$4,700,000,000",,,12024.03,11972,,B.lion,,,,54,teacher,,,,,,,Samsung,Technology,,
3371,12024,Li Gaiteng,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,700,000,000",,,12024.03,11963,,B.lion,,,,63,teacher,,,,,,,Hair dryers,Manufacturing,,
3372,12024,Thomas Secunda,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,700,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,Bloomberg LP,Media & Entertainment,,
3373,12024,Song Zuowen,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,700,000,000",,,12024.03,11928,,B.lion,,,,98,phantasim,,,,,,,"Aluminum, diversified",Diversified,,
3374,12024,Tim Sweeney,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,700,000,000",,,12024.03,11978,,B.lion,,,,48,householder,,,,,,,Video games,Media & Entertainment,,
3407,12024,Bert Beveridge,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11968,,B.lion,,,,58,teacher,,,,,,,Vodka,Food & Beverage,,
3408,12024,Mark Cuban,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11962,,B.lion,,,,64,teacher,,,,,,,"Online media, Dallas Mavericks",Media & Entertainment,,
3409,12024,Charles Dolan,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11969,,B.lion,,,,57,teacher,,,,,,,Cable television,Media & Entertainment,,
3410,12024,Jack Dorsey,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11945,,B.lion,,,,81,advisor,,,,,,,"Twitter, Square",Technology,,
3411,12024,Fan Hongwei,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,600,000,000",,,12024.03,11970,,B.lion,,,,56,teacher,,,,,,,Petrochemicals,Energy,,
3412,12024,Vladimir Kim,,,,,,,,,,,,,,,,,,Kazakhstan,person.public,USD-networth,"$4,600,000,000",,,12024.03,11979,,B.lion,,,,47,householder,,,,,,,Mining,Metals & Mining,,
3413,12024,"Andre Koo, Sr.",,,,,,,,,,,,,,,,,,Taiwan,person.public,USD-networth,"$4,600,000,000",,,12024.03,11968,,B.lion,,,,58,teacher,,,,,,,Financial services,Finance & Investments,,
3414,12024,Ronald Lauder,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11955,,B.lion,,,,71,teacher,,,,,,,Estee Lauder,Fashion & Retail,,
3415,12024,Li Chunan,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,600,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Solar wafers and modules,Manufacturing,,
3416,12024,Forrest Li,,,,,,,,,,,,,,,,,,Singapore,person.public,USD-networth,"$4,600,000,000",,,12024.03,11959,,B.lion,,,,67,teacher,,,,,,,Gaming,Media & Entertainment,,
3417,12024,Richard Li,,,,,,,,,,,,,,,,,,Hong Kong,person.public,USD-networth,"$4,600,000,000",,,12024.03,11945,,B.lion,,,,81,advisor,,,,,,,Telecom,Telecom,,
3418,12024,Doug Meijer,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11946,,B.lion,,,,80,advisor,,,,,,,Supermarkets,Fashion & Retail,,
3419,12024,Hank Meijer,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11962,,B.lion,,,,64,teacher,,,,,,,Supermarkets,Fashion & Retail,,
3420,12024,Mark Meijer,XY,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11990,,B.lion,,,,36,householder,,,,,,,Supermarkets,Fashion & Retail,,
3421,12024,Issad Rebrab,,,,,,,,,,,,,,,,,,Algeria,person.public,USD-networth,"$4,600,000,000",,,12024.03,11972,,B.lion,,,,54,teacher,,,,,,,Food,Food & Beverage,,
3422,12024,Fred Smith,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11958,,B.lion,,,,68,teacher,,,,,,,FedEx,Logistics,,
3423,12024,Barry Sternlicht,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11969,,B.lion,,,,57,teacher,,,,,,,Private equity,Finance & Investments,,
3424,12024,Maximilian Viessmann,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,600,000,000",,,12024.03,11942,,B.lion,,,,84,advisor,,,,,,,"Heating, cooling equipment",Manufacturing,,
3425,12024,Russ Weiner,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,600,000,000",,,12024.03,11968,,B.lion,,,,58,teacher,,,,,,,Energy drinks,Food & Beverage,,
3426,12024,Xue Min,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,600,000,000",,,12024.03,11970,,B.lion,,,,56,teacher,,,,,,,Healthcare,Healthcare,,
3464,12024,Juan Domingo Beckmann Legorreta,,,,,,,,,,,,,,,,,,Mexico,person.public,USD-networth,"$4,500,000,000",,,12024.03,11941,,B.lion,,,,85,advisor,,,,,,,Tequila,Food & Beverage,,
3465,12024,Dietmar Hopp,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,500,000,000",,,12024.03,11948,,B.lion,,,,78,advisor,,,,,,,Software,Technology,,
3466,12024,Jiang Bin,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,500,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Acoustic components,Technology,,
3467,12024,Joseph Liemandt,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,500,000,000",,,12024.03,11964,,B.lion,,,,62,teacher,,,,,,,Software,Technology,,
3468,12024,Theo Mueller,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,500,000,000",,,12024.03,11954,,B.lion,,,,72,teacher,,,,,,,Dairy,Food & Beverage,,
3469,12024,N.R. Narayana Murthy,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$4,500,000,000",,,12024.03,11983,,B.lion,,,,43,householder,,,,,,,Software services,Technology,,
3470,12024,Odd Reitan,,,,,,,,,,,,,,,,,,Norway,person.public,USD-networth,"$4,500,000,000",,,12024.03,11965,,B.lion,,,,61,teacher,,,,,,,"Retail, real estate",Fashion & Retail,,
3471,12024,Marc Rowan,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,500,000,000",,,12024.03,11952,,B.lion,,,,74,advisor,,,,,,,Private equity,Finance & Investments,,
3472,12024,Hussain Sajwani,,,,,,,,,,,,,,,,,,United Arab Emirates,person.public,USD-networth,"$4,500,000,000",,,12024.03,11959,,B.lion,,,,67,teacher,,,,,,,Real estate,Real Estate,,
3473,12024,David Velez,XY,,,,,,,,,,,,,,,,,Colombia,person.public,USD-networth,"$4,500,000,000",,,12024.03,11974,,B.lion,,,,52,teacher,,,,,,,Fintech,Finance & Investments,,
3474,12024,Xu Jinfu,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,500,000,000",,,12024.03,11935,,B.lion,,,,91,phantasim,,,,,,,Chemicals,Manufacturing,,
3475,12024,Samuel Yin,,,,,,,,,,,,,,,,,,Taiwan,person.public,USD-networth,"$4,500,000,000",,,12024.03,11936,,B.lion,,,,90,advisor,,,,,,,Retail,Diversified,,
3476,12024,You Xiaoping,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,500,000,000",,,12024.03,11961,,B.lion,,,,65,teacher,,,,,,,Polyurethanes,Manufacturing,,
3509,12024,Stéphane Bancel,,,,,,,,,,,,,,,,,,France,person.public,USD-networth,"$4,400,000,000",,,12024.03,11960,,B.lion,,,,66,teacher,,,,,,,"Biotech, vaccines",Healthcare,,
3510,12024,Margot Birmingham Perot,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,400,000,000",,,12024.03,11943,,B.lion,,,,83,advisor,,,,,,,"Computer services, real estate",Technology,,
3511,12024,Neal Blue,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,400,000,000",,,12024.03,11966,,B.lion,,,,60,teacher,,,,,,,Defense,Manufacturing,,
3512,12024,Jim Davis,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,400,000,000",,,12024.03,11957,,B.lion,,,,69,teacher,,,,,,,Staffing & recruiting,Service,,
3513,12024,Rafael Del Pino,,,,,,,,,,,,,,,,,,Spain,person.public,USD-networth,"$4,400,000,000",,,12024.03,11953,,B.lion,,,,73,advisor,,,,,,,Construction,Construction & Engineering,,
3514,12024,Peter Grogg,,,,,,,,,,,,,,,,,,Switzerland,person.public,USD-networth,"$4,400,000,000",,,12024.03,11958,,B.lion,,,,68,teacher,,,,,,,Biochemicals,Healthcare,,
3515,12024,Christian Haub,,,,,,,,,,,,,,,,,,Germany,person.public,USD-networth,"$4,400,000,000",,,12024.03,11959,,B.lion,,,,67,teacher,,,,,,,Retail,Fashion & Retail,,
3516,12024,Mangal Prabhat Lodha,,,,,,,,,,,,,,,,,,India,person.public,USD-networth,"$4,400,000,000",,,12024.03,11970,,B.lion,,,,56,teacher,,,,,,,Real estate,Real Estate,,
3517,12024,Jeffrey Lurie,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,400,000,000",,,12024.03,11965,,B.lion,,,,61,teacher,,,,,,,Philadelphia Eagles,Sports,,
3518,12024,Joe Mansueto,,,,,,,,,,,,,,,,,,United States,person.public,USD-networth,"$4,400,000,000",,,12024.03,11978,,B.lion,,,,48,householder,,,,,,,Investment research,Finance & Investments,,
3519,12024,Qian Dongqi,,,,,,,,,,,,,,,,,,China,person.public,USD-networth,"$4,400,000,000",,,12024.03,11961,,B.lion,,,,65,teacher,,,,,,,Home-cleaning robots,Manufacturing,,
3520,12024,Mikhail Shelkov,,,,,,,,,,,,,,,,,,Russia,person.public,USD-networth,"$4,400,000,000",,,12024.03,11975,,B.lion,,,,51,teacher,,,,,,,Titanium,Metals & Mining,,
