rank-number,rank-year,index-name_en-US,capitalist-gender,XY-parent_en-US,XX-parent_en-Us,given-name_native-tongue,friend-name,capitalist_consort-name,firstseen-city,firstseen-country,capitalist_born-spacetime,capitalist_origin-story,mother-tongues,capitalist_schooling,written-hands,job-titles,award-names,capitalist-background,lastseen_city,lastseen-country,capitalist-type,rank-metric,rank-value,stock-shareprice,evolution-value_descendant-count,datacollected-yearmonth,firstseen-year,privedge-granted_year,priveledge-rank,privedge-lost_year,lastseen-year,deathnote,capitalist-currentage,person_age-group,archetype.childhood,archetype.student,archetype.householder,archetype.teacher,archetype.advisor,archetype.phantasim,patron-source,patron-industry,claim-to-fame,data-notes
125,12024,Tokyo Electron,XX-XY,,,Tokyo Electron,8035.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$120,840,000,000",$261.06,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
126,12024,Deutsche Telekom,XX-XY,,,Deutsche Telekom,DTE.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$120,820,000,000",$24.27,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
127,12024,Progressive,XX-XY,,,Progressive,PGR,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$120,740,000,000",$206.15,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
129,12024,Citigroup,XX-XY,,,Citigroup,C,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$120,180,000,000",$62.75,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
130,12024,Anheuser-Busch Inbev,XX-XY,,,Anheuser-Busch Inbev,BUD,,,,,,,,,,,,,Belgium,company.public,USD-marketcap,"$119,910,000,000",$60.84,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
131,12024,Prologis,XX-XY,,,Prologis,PLD,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$119,180,000,000",$128.86,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
132,12024,CNOOC,XX-XY,,,CNOOC,0883.HK,,,,,,,,,,,,,China,company.public,USD-marketcap,"$118,400,000,000",$2.25,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
133,12024,Allianz,XX-XY,,,Allianz,ALV.DE,,,,,,,,,,,,,Germany,company.public,USD-marketcap,"$117,830,000,000",$300.53,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
134,12024,Boeing,XX-XY,,,Boeing,BA,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$117,110,000,000",$191.95,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
135,12024,CATL,XX-XY,,,CATL,300750.SZ,,,,,,,,,,,,,China,company.public,USD-marketcap,"$116,750,000,000",$26.02,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
136,12024,Medtronic,XX-XY,,,Medtronic,MDT,,,,,,,,,,,,,Ireland,company.public,USD-marketcap,"$115,410,000,000",$86.92,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
137,12024,TJX Companies,XX-XY,,,TJX Companies,TJX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$115,190,000,000",$101.08,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
139,12024,Deere & Company,XX-XY,,,Deere & Company,DE,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$113,880,000,000",$409.14,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
140,12024,Keyence,XX-XY,,,Keyence,6861.T,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$112,970,000,000",$465.82,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
141,12024,Lockheed Martin,XX-XY,,,Lockheed Martin,LMT,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$109,850,000,000",$456.78,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
142,12024,CM Bank,XX-XY,,,CM Bank,3968.HK,,,,,,,,,,,,,China,company.public,USD-marketcap,"$109,800,000,000",$3.96,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
143,12024,Air Liquide,XX-XY,,,Air Liquide,AI.PA,,,,,,,,,,,,,France,company.public,USD-marketcap,"$109,380,000,000",$209.40,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
144,12024,Vertex Pharmaceuticals,XX-XY,,,Vertex Pharmaceuticals,VRTX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$107,790,000,000",$417.32,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
145,12024,Bristol-Myers Squibb,XX-XY,,,Bristol-Myers Squibb,BMY,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$107,680,000,000",$53.25,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
146,12024,BP,XX-XY,,,BP,BP,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$107,370,000,000",$37.46,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
147,12024,Toronto Dominion Bank,XX-XY,,,Toronto Dominion Bank,TD,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$107,230,000,000",$60.64,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
149,12024,Sony,XX-XY,,,Sony,SONY,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$106,150,000,000",$86.54,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
150,12024,Airbnb,XX-XY,,,Airbnb,ABNB,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$106,140,000,000",$166.41,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
151,12024,Regeneron Pharmaceuticals,XX-XY,,,Regeneron Pharmaceuticals,REGN,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$106,060,000,000",$966.30,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
153,12024,Chubb,XX-XY,,,Chubb,CB,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$104,880,000,000",$258.50,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
154,12024,Rio Tinto,XX-XY,,,Rio Tinto,RIO,,,,,,,,,,,,,United Kingdom,company.public,USD-marketcap,"$104,660,000,000",$63.46,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
156,12024,Starbucks,XX-XY,,,Starbucks,SBUX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$103,590,000,000",$91.50,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
157,12024,EssilorLuxottica,XX-XY,,,EssilorLuxottica,EL.PA,,,,,,,,,,,,,France,company.public,USD-marketcap,"$103,250,000,000",$228.39,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
158,12024,NTT (Nippon Telegraph & Telephone),XX-XY,,,NTT (Nippon Telegraph & Telephone),NPPXF,,,,,,,,,,,,,Japan,company.public,USD-marketcap,"$103,230,000,000",$1.20,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
159,12024,Cigna,XX-XY,,,Cigna,CI,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$103,060,000,000",$363.34,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
160,12024,Automatic Data Processing,XX-XY,,,Automatic Data Processing,ADP,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$102,010,000,000",$248.33,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
161,12024,China Shenhua Energy,XX-XY,,,China Shenhua Energy,601088.SS,,,,,,,,,,,,,China,company.public,USD-marketcap,"$101,920,000,000",$5.37,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
162,12024,TAQA,XX-XY,,,TAQA,TAQA.AE,,,,,,,,,,,,,United Arab Emirates,company.public,USD-marketcap,"$101,640,000,000",$0.90,,,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
163,12024,UBS,XX-XY,,,UBS,UBS,,,,,,,,,,,,,Switzerland,company.public,USD-marketcap,"$101,570,000,000",$31.40,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
164,12024,Shopify,XX-XY,,,Shopify,SHOP,,,,,,,,,,,,,Canada,company.public,USD-marketcap,"$101,190,000,000",$78.62,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
165,12024,Marsh & McLennan Companies,XX-XY,,,Marsh & McLennan Companies,MMC,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$101,080,000,000",$205.61,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
166,12024,Boston Scientific,XX-XY,,,Boston Scientific,BSX,,,,,,,,,,,,,United States,company.public,USD-marketcap,"$100,860,000,000",$68.62,,12024.03,,,CB.lion,,,,12026,phantasim,,,,,,,,,,
